discover question id,question name,creator id,question starts at,question ends at,question description,question status,question published at,question resolved at,question correctness known at,use ordinal scoring,question created at,question tags,question challenges,discover answer id,answer name,answer initial probability,answer sort order,answer resolved at,answer resolved by user id,answer resolved probability,answer correctness known at,answer created at,clarification 1,clarification 2,clarification 3,IFP Generation Method,Country - Primary,Country - Secondary,Topic,Region,Non-state violence (Terrorism),Domain,Created By,Deaths,RCT,Controversial,Departure from Status Quo Resolution (Binary Only)
99,Will the PITF Worldwide Atrocities Dataset record an event perpetrated by a state actor in Afghanistan (AFG) that starts between 29 November 2017 and 13 December 2017?,1053,2017-11-29T17:00:32Z,2017-12-14T04:59:32Z,"The question will resolve as ""yes"" if the Political Instability Task Force (PITF) Worldwide Atrocities Dataset (http://eventdata.parusanalytics.com/data.dir/atrocities.html) records any event with a start date (Start Day, Start Month, Start Year) in the period of interest, inclusive, for which 'Event Location: Country' is the country of interest, and 'Perpetrators: Perp State Role' is: 'State Perpetrator'; 'Transnational, State'; or 'Multiple Perpetrators (State and Non-State)'. Question will be suspended on the last day of the period of interest and resolved when the data is released, typically in the middle of the next month via the .zip file which covers the period of interest. If a qualifying event is recorded, the question will be closed retroactively with the date of the first event as the end date of the question.",archived,,,,FALSE,2017-11-08T19:24:08Z,[],[],259,Yes,0.5,0,,,,,2017-11-08T19:24:08Z,,,,Data-Driven (R Script),Afghanistan,N/A - Not Country-specific,PITF atrocities with state perpetrator,,,,,,,,
100,Will the PITF Worldwide Atrocities Dataset record an event perpetrated by a state actor in India (IND) that starts between 29 November 2017 and 13 December 2017?,1053,2017-11-29T17:00:18Z,2017-12-14T04:59:18Z,"The question will resolve as ""yes"" if the Political Instability Task Force (PITF) Worldwide Atrocities Dataset (http://eventdata.parusanalytics.com/data.dir/atrocities.html) records any event with a start date (Start Day, Start Month, Start Year) in the period of interest, inclusive, for which 'Event Location: Country' is the country of interest, and 'Perpetrators: Perp State Role' is: 'State Perpetrator'; 'Transnational, State'; or 'Multiple Perpetrators (State and Non-State)'. Question will be suspended on the last day of the period of interest and resolved when the data is released, typically in the middle of the next month via the .zip file which covers the period of interest. If a qualifying event is recorded, the question will be closed retroactively with the date of the first event as the end date of the question.",archived,,,,FALSE,2017-11-08T19:27:35Z,[],[],260,Yes,0.5,0,,,,,2017-11-08T19:27:35Z,,,,Data-Driven (R Script),India,N/A - Not Country-specific,PITF atrocities with state perpetrator,,,,,,,,
101,Will the PITF Worldwide Atrocities Dataset record an event perpetrated by a state actor in Democratic Republic of the Congo (COD) that starts between 29 November 2017 and 13 December 2017?,1053,2017-11-29T17:00:50Z,2017-12-14T04:59:50Z,"The question will resolve as ""yes"" if the Political Instability Task Force (PITF) Worldwide Atrocities Dataset (http://eventdata.parusanalytics.com/data.dir/atrocities.html) records any event with a start date (Start Day, Start Month, Start Year) in the period of interest, inclusive, for which 'Event Location: Country' is the country of interest, and 'Perpetrators: Perp State Role' is: 'State Perpetrator'; 'Transnational, State'; or 'Multiple Perpetrators (State and Non-State)'. Question will be suspended on the last day of the period of interest and resolved when the data is released, typically in the middle of the next month via the .zip file which covers the period of interest. If a qualifying event is recorded, the question will be closed retroactively with the date of the first event as the end date of the question.",archived,,,,FALSE,2017-11-08T19:30:32Z,[],[],261,Yes,0.5,0,,,,,2017-11-08T19:30:32Z,,,,Data-Driven (R Script),Democratic Republic of the Congo,N/A - Not Country-specific,PITF atrocities with state perpetrator,,,,,,,,
102,What will be the daily closing price of Finland's OMX Helsinki 25 Index (INDEXNASDAQ: OMXH25) on 15 December 2017?,1048,2017-11-30T17:00:37Z,2017-12-15T04:59:37Z,This question will be resolved using the daily closing price of the market of interest reported by Google Finance (https://finance.google.com/finance?q=INDEXNASDAQ:OMXH25). Question will be suspended the day before the date of interest and resolved the day after the date of interest.,archived,2017-11-29T17:00:39Z,2017-12-22T14:22:18Z,2017-12-15T16:30:41Z,TRUE,2017-11-13T15:58:08Z,[],[],262,"Less than 3,890",0.2,0,2017-12-22T14:22:18Z,1048,0,2017-12-15T16:30:41Z,2017-11-13T15:58:08Z,,,,Data-Driven (R Script),Finland,N/A - Not Country-specific,National stock market index price,,,,,,,,
102,What will be the daily closing price of Finland's OMX Helsinki 25 Index (INDEXNASDAQ: OMXH25) on 15 December 2017?,1048,2017-11-30T17:00:37Z,2017-12-15T04:59:37Z,This question will be resolved using the daily closing price of the market of interest reported by Google Finance (https://finance.google.com/finance?q=INDEXNASDAQ:OMXH25). Question will be suspended the day before the date of interest and resolved the day after the date of interest.,archived,2017-11-29T17:00:39Z,2017-12-22T14:22:18Z,2017-12-15T16:30:41Z,TRUE,2017-11-13T15:58:08Z,[],[],263,"Between 3,890 and 3,940, inclusive",0.2,1,2017-12-22T14:22:18Z,1048,1,2017-12-15T16:30:41Z,2017-11-13T15:58:08Z,,,,Data-Driven (R Script),Finland,N/A - Not Country-specific,National stock market index price,,,,,,,,
102,What will be the daily closing price of Finland's OMX Helsinki 25 Index (INDEXNASDAQ: OMXH25) on 15 December 2017?,1048,2017-11-30T17:00:37Z,2017-12-15T04:59:37Z,This question will be resolved using the daily closing price of the market of interest reported by Google Finance (https://finance.google.com/finance?q=INDEXNASDAQ:OMXH25). Question will be suspended the day before the date of interest and resolved the day after the date of interest.,archived,2017-11-29T17:00:39Z,2017-12-22T14:22:18Z,2017-12-15T16:30:41Z,TRUE,2017-11-13T15:58:08Z,[],[],264,"More than 3,940 but less than 4,010",0.2,2,2017-12-22T14:22:18Z,1048,0,2017-12-15T16:30:41Z,2017-11-13T15:58:08Z,,,,Data-Driven (R Script),Finland,N/A - Not Country-specific,National stock market index price,,,,,,,,
102,What will be the daily closing price of Finland's OMX Helsinki 25 Index (INDEXNASDAQ: OMXH25) on 15 December 2017?,1048,2017-11-30T17:00:37Z,2017-12-15T04:59:37Z,This question will be resolved using the daily closing price of the market of interest reported by Google Finance (https://finance.google.com/finance?q=INDEXNASDAQ:OMXH25). Question will be suspended the day before the date of interest and resolved the day after the date of interest.,archived,2017-11-29T17:00:39Z,2017-12-22T14:22:18Z,2017-12-15T16:30:41Z,TRUE,2017-11-13T15:58:08Z,[],[],265,"Between 4,010 and 4,060, inclusive",0.2,3,2017-12-22T14:22:18Z,1048,0,2017-12-15T16:30:41Z,2017-11-13T15:58:08Z,,,,Data-Driven (R Script),Finland,N/A - Not Country-specific,National stock market index price,,,,,,,,
102,What will be the daily closing price of Finland's OMX Helsinki 25 Index (INDEXNASDAQ: OMXH25) on 15 December 2017?,1048,2017-11-30T17:00:37Z,2017-12-15T04:59:37Z,This question will be resolved using the daily closing price of the market of interest reported by Google Finance (https://finance.google.com/finance?q=INDEXNASDAQ:OMXH25). Question will be suspended the day before the date of interest and resolved the day after the date of interest.,archived,2017-11-29T17:00:39Z,2017-12-22T14:22:18Z,2017-12-15T16:30:41Z,TRUE,2017-11-13T15:58:08Z,[],[],266,"More than 4,060",0.2,4,2017-12-22T14:22:18Z,1048,0,2017-12-15T16:30:41Z,2017-11-13T15:58:08Z,,,,Data-Driven (R Script),Finland,N/A - Not Country-specific,National stock market index price,,,,,,,,
103,What will be the daily closing price of the UK's FTSE 100 Index (INDEXFTSE: UKX) on 15 December 2017?,1048,2017-11-30T17:00:27Z,2017-12-15T04:59:27Z,This question will be resolved using the daily closing price of the market of interest reported by Google Finance (https://finance.google.com/finance?q=INDEXFTSE:UKX). Question will be suspended the day before the date of interest and resolved the day after the date of interest.,archived,2017-11-29T17:00:39Z,2017-12-22T14:20:11Z,2017-12-15T16:30:24Z,TRUE,2017-11-13T16:05:19Z,[],[],267,"Less than 7,315",0.2,0,2017-12-22T14:20:11Z,1048,0,2017-12-15T16:30:24Z,2017-11-13T16:05:19Z,,,,Data-Driven (R Script),UK,N/A - Not Country-specific,National stock market index price,,,,,,,,
103,What will be the daily closing price of the UK's FTSE 100 Index (INDEXFTSE: UKX) on 15 December 2017?,1048,2017-11-30T17:00:27Z,2017-12-15T04:59:27Z,This question will be resolved using the daily closing price of the market of interest reported by Google Finance (https://finance.google.com/finance?q=INDEXFTSE:UKX). Question will be suspended the day before the date of interest and resolved the day after the date of interest.,archived,2017-11-29T17:00:39Z,2017-12-22T14:20:11Z,2017-12-15T16:30:24Z,TRUE,2017-11-13T16:05:19Z,[],[],268,"Between 7,315 and 7,415, inclusive",0.2,1,2017-12-22T14:20:11Z,1048,0,2017-12-15T16:30:24Z,2017-11-13T16:05:20Z,,,,Data-Driven (R Script),UK,N/A - Not Country-specific,National stock market index price,,,,,,,,
103,What will be the daily closing price of the UK's FTSE 100 Index (INDEXFTSE: UKX) on 15 December 2017?,1048,2017-11-30T17:00:27Z,2017-12-15T04:59:27Z,This question will be resolved using the daily closing price of the market of interest reported by Google Finance (https://finance.google.com/finance?q=INDEXFTSE:UKX). Question will be suspended the day before the date of interest and resolved the day after the date of interest.,archived,2017-11-29T17:00:39Z,2017-12-22T14:20:11Z,2017-12-15T16:30:24Z,TRUE,2017-11-13T16:05:19Z,[],[],269,"More than 7,415 but less than 7,535",0.2,2,2017-12-22T14:20:11Z,1048,1,2017-12-15T16:30:24Z,2017-11-13T16:05:20Z,,,,Data-Driven (R Script),UK,N/A - Not Country-specific,National stock market index price,,,,,,,,
103,What will be the daily closing price of the UK's FTSE 100 Index (INDEXFTSE: UKX) on 15 December 2017?,1048,2017-11-30T17:00:27Z,2017-12-15T04:59:27Z,This question will be resolved using the daily closing price of the market of interest reported by Google Finance (https://finance.google.com/finance?q=INDEXFTSE:UKX). Question will be suspended the day before the date of interest and resolved the day after the date of interest.,archived,2017-11-29T17:00:39Z,2017-12-22T14:20:11Z,2017-12-15T16:30:24Z,TRUE,2017-11-13T16:05:19Z,[],[],270,"Between 7,535 and 7,655, inclusive",0.2,3,2017-12-22T14:20:11Z,1048,0,2017-12-15T16:30:24Z,2017-11-13T16:05:20Z,,,,Data-Driven (R Script),UK,N/A - Not Country-specific,National stock market index price,,,,,,,,
103,What will be the daily closing price of the UK's FTSE 100 Index (INDEXFTSE: UKX) on 15 December 2017?,1048,2017-11-30T17:00:27Z,2017-12-15T04:59:27Z,This question will be resolved using the daily closing price of the market of interest reported by Google Finance (https://finance.google.com/finance?q=INDEXFTSE:UKX). Question will be suspended the day before the date of interest and resolved the day after the date of interest.,archived,2017-11-29T17:00:39Z,2017-12-22T14:20:11Z,2017-12-15T16:30:24Z,TRUE,2017-11-13T16:05:19Z,[],[],271,"More than 7,655",0.2,4,2017-12-22T14:20:11Z,1048,0,2017-12-15T16:30:24Z,2017-11-13T16:05:20Z,,,,Data-Driven (R Script),UK,N/A - Not Country-specific,National stock market index price,,,,,,,,
104,What will be the daily closing price of Belgium's BEL 20 (INDEXEURO: BEL20) on 15 December 2017?,1048,2017-11-30T17:00:28Z,2017-12-15T04:59:28Z,This question will be resolved using the daily closing price of the market of interest reported by Google Finance (https://finance.google.com/finance?q=INDEXEURO%3ABEL20&ei=uN4JWsGxLoXTeMGFm9gM). Question will be suspended the day before the date of interest and resolved the day after the date of interest.,archived,2017-11-29T17:00:39Z,2017-12-20T03:29:17Z,2017-12-15T16:30:34Z,TRUE,2017-11-13T18:10:41Z,[],[],272,"Less than 3,905",0.2,0,2017-12-20T03:29:17Z,1048,0,2017-12-15T16:30:34Z,2017-11-13T18:10:41Z,,,,Data-Driven (R Script),Belgium,N/A - Not Country-specific,National stock market index price,,,,,,,,
104,What will be the daily closing price of Belgium's BEL 20 (INDEXEURO: BEL20) on 15 December 2017?,1048,2017-11-30T17:00:28Z,2017-12-15T04:59:28Z,This question will be resolved using the daily closing price of the market of interest reported by Google Finance (https://finance.google.com/finance?q=INDEXEURO%3ABEL20&ei=uN4JWsGxLoXTeMGFm9gM). Question will be suspended the day before the date of interest and resolved the day after the date of interest.,archived,2017-11-29T17:00:39Z,2017-12-20T03:29:17Z,2017-12-15T16:30:34Z,TRUE,2017-11-13T18:10:41Z,[],[],273,"Between 3,905 and 3,985, inclusive",0.2,1,2017-12-20T03:29:17Z,1048,0,2017-12-15T16:30:34Z,2017-11-13T18:10:41Z,,,,Data-Driven (R Script),Belgium,N/A - Not Country-specific,National stock market index price,,,,,,,,
